folder_name,clip_name,frame_start,frame_end,human_id,object_id,action,comment,Unnamed: 8
20200518,clip_44_1950,11,12,144784,144785,ride,,
20200518,clip_44_1950,13,16,144776,144785,ride,,
20200518,clip_44_1950,18,25,144784,144785,ride,,
20200518,clip_44_1950,18,33,144792,144793,ride,,
20200518,clip_44_1950,37,56,144795,144796,ride,,
20200518,clip_46_2046,10,19,144838,144839,ride,,
20200518,clip_46_2046,21,24,144838,144839,ride,,
20200518,clip_46_2046,85,93,144849,144850,ride,,
20200518,clip_46_2046,95,103,144849,144850,ride,,
20200518,clip_50_2238,100,109,144889,144890,ride,,
20200518,clip_50_2238,112,119,144889,144890,ride,,
20200518,clip_52_2334,42,50,144897,144898,ride,,
20200518,clip_52_2334,53,82,144897,144898,ride,,
20200530,clip_0_0000,22,28,12484,12490,ride,,
20200530,clip_0_0000,118,119,12497,12498,ride,,
20200530,clip_4_0152,110,119,13542,13544,ride,,
20200530,clip_4_0152,110,119,13543,13545,ride,,
20200530,clip_8_0318,75,111,13569,13570,ride,,
20200530,clip_10_1302,0,4,12508,12510,ride,,
20200530,clip_10_1302,9,22,12508,12510,ride,,
20200530,clip_10_1302,95,110,12530,12531,ride,,
20200530,clip_10_1302,117,119,12530,12531,ride,,
20200530,clip_10_1302,98,108,12533,12534,ride,,
20200530,clip_10_1302,110,119,12533,12534,ride,,
20200530,clip_10_1302,98,104,12532,12535,ride,,
20200530,clip_10_1302,106,113,12532,12535,ride,,
20200530,clip_12_1358,0,14,12574,12575,ride,,
20200530,clip_12_1358,2,11,12576,12577,ride,,
20200530,clip_12_1358,13,20,12576,12577,ride,,
20200530,clip_12_1358,94,101,12587,12595,ride,,
20200530,clip_12_1358,106,108,12587,12595,ride,,
20200530,clip_12_1358,94,112,12588,12596,ride,,
20200530,clip_12_1358,114,119,12588,12596,ride,,
20200530,clip_12_1358,95,104,12589,12597,ride,,
20200530,clip_12_1358,116,119,12589,12597,ride,,
20200530,clip_12_1358,98,106,12603,12644,ride,,
20200530,clip_12_1358,99,107,12604,12645,ride,,
20200530,clip_12_1358,106,114,12594,12598,ride,,
20200530,clip_12_1358,118,118,12594,12598,ride,,
20200530,clip_12_1358,107,117,12599,12600,ride,,
20200530,clip_12_1358,110,117,12602,12601,ride,,
20200530,clip_12_1358,119,119,12602,12601,ride,,
20200530,clip_12_1358,118,119,12603,12644,ride,,
20200530,clip_12_1358,118,119,12604,12645,ride,,
20200530,clip_14_1454,14,27,12716,12724,ride,,
20200530,clip_14_1454,14,23,12722,12725,ride,,
20200530,clip_14_1454,28,39,12722,12725,ride,,
20200530,clip_14_1454,14,19,12721,12726,ride,,
20200530,clip_14_1454,21,23,12721,12726,ride,,
20200530,clip_14_1454,23,19,12721,12726,ride,,
20200530,clip_14_1454,26,38,12721,12726,ride,,
20200530,clip_14_1454,20,20,12698,12739,ride,,
20200530,clip_14_1454,23,40,12698,12739,ride,,
20200530,clip_14_1454,20,22,12700,12734,pickup,,
20200530,clip_14_1454,24,27,12700,12734,ride,,
20200530,clip_14_1454,69,83,12747,12746,ride,,
20200530,clip_14_1454,88,102,12747,12746,ride,,
20200530,clip_16_1550,0,10,12805,12804,ride,,
20200530,clip_16_1550,5,10,12812,12811,ride,,
20200530,clip_16_1550,13,25,12812,12811,ride,,
20200530,clip_16_1550,9,12,12814,12813,ride,,
20200530,clip_16_1550,15,26,12814,12813,ride,,
20200530,clip_16_1550,16,34,12816,12815,walk,,
20200530,clip_16_1550,42,67,12816,12815,walk,,
20200530,clip_16_1550,22,25,12819,12818,ride,,
20200530,clip_16_1550,29,29,12819,12818,ride,,
20200530,clip_16_1550,29,35,12819,12818,park,,
20200530,clip_16_1550,73,84,12830,12829,ride,,
20200530,clip_16_1550,79,88,12831,12832,ride,,
20200530,clip_16_1550,80,91,12834,12833,ride,,
20200530,clip_16_1550,104,109,12841,12840,ride,,
20200530,clip_16_1550,112,119,12841,12840,ride,,
20200530,clip_18_1624,2,20,12878,12877,ride,,
20200530,clip_18_1624,24,27,12878,12877,ride,,
20200530,clip_18_1624,24,28,12882,12881,ride,,
20200530,clip_18_1624,30,37,12882,12881,ride,,
20200530,clip_20_1720,34,51,13027,13026,ride,,
20200530,clip_20_1720,57,60,13027,13026,ride,,
20200530,clip_20_1720,35,50,13028,13029,ride,,
20200530,clip_20_1720,48,63,13043,13044,ride,,
20200530,clip_20_1720,56,73,13021,13022,walk,,
20200530,clip_20_1720,73,75,13021,13022,pickup,,
20200530,clip_20_1720,76,100,13021,13022,ride,,
20200530,clip_20_1720,66,73,13024,13025,walk,,
20200530,clip_20_1720,73,75,13024,13025,pickup,,
20200530,clip_20_1720,75,78,13024,13025,ride,,
20200530,clip_20_1720,80,98,13024,13025,ride,,
20200530,clip_20_1720,102,106,13024,13025,ride,,
20200530,clip_20_1720,96,106,13048,13049,ride,,
20200530,clip_20_1720,96,108,13047,13050,ride,,
20200530,clip_20_1720,37,55,13113,13114,ride,,
20200530,clip_20_1720,41,42,13115,13116,ride,,
20200530,clip_20_1720,52,54,13115,13116,ride,,
20200530,clip_24_1844,40,56,13170,13169,ride,,
20200530,clip_24_1844,60,65,13170,13169,ride,,
20200530,clip_24_1844,84,92,13176,13177,ride,,
20200530,clip_24_1844,95,104,13176,13177,ride,,
20200530,clip_24_1844,84,89,13174,13175,ride,,
20200530,clip_24_1844,92,105,13174,13175,ride,,
20200530,clip_26_1940,16,27,13245,13246,ride,,
20200530,clip_26_1940,32,38,13245,13246,ride,,
20200530,clip_26_1940,46,54,13245,13246,ride,,
20200530,clip_26_1940,18,38,13248,13247,ride,,
20200530,clip_26_1940,65,78,13248,13247,ride,,
20200530,clip_26_1940,86,98,13254,13255,ride,,
20200530,clip_26_1940,102,109,13254,13255,ride,,
20200530,clip_26_1940,88,94,13257,13256,ride,,
20200530,clip_26_1940,97,97,13257,13256,ride,,
20200530,clip_26_1940,99,102,13257,13256,ride,,
20200530,clip_28_2036,0,2,13317,13318,ride,,
20200530,clip_28_2036,1,4,13319,13334,walk,,
20200530,clip_28_2036,6,6,13319,13334,walk,,
20200530,clip_28_2036,102,117,13351,13354,ride,,
20200530,clip_30_2132,0,2,13436,13437,ride,,
20200530,clip_30_2132,5,13,13436,13437,ride,,
20200530,clip_30_2132,15,15,13436,13437,ride,,
20200530,clip_30_2132,11,17,13438,13439,ride,,
20200530,clip_30_2132,50,63,13441,13442,ride,,
20200530,clip_30_2132,67,74,13441,13442,ride,,
20200530,clip_30_2132,52,64,13444,13443,ride,,
20200530,clip_30_2132,68,74,13444,13443,ride,,
20200530,clip_30_2132,68,76,13446,13447,ride,,
20200530,clip_30_2132,79,85,13446,13447,ride,,
20200530,clip_30_2132,69,80,13449,13448,ride,,
20200530,clip_30_2132,84,91,13449,13448,ride,,
20200530,clip_30_2132,99,103,13452,13453,ride,,
20200530,clip_30_2132,105,110,13452,13453,ride,,
20200530,clip_30_2132,110,111,13452,13453,park,,
20200530,clip_32_2210,39,41,13474,13477,ride,,
20200530,clip_34_2306,16,27,13510,13511,ride,,
20200530,clip_34_2306,29,30,13510,13511,ride,,
20200520,clip_18_0802,32,42,3081,3080,ride,,
20200520,clip_18_0802,63,70,3084,3083,ride,,
20200520,clip_18_0802,73,77,3084,3083,ride,,
20200520,clip_18_0802,79,85,3088,3086,ride,,
20200520,clip_18_0802,79,88,3089,3087,ride,,
20200520,clip_18_0802,91,98,3088,3086,ride,,
20200520,clip_18_0802,91,98,3089,3087,ride,,
20200520,clip_18_0802,94,101,3091,3090,ride,,
20200520,clip_18_0802,104,109,3091,3090,ride,,
20200520,clip_20_0858,12,13,3131,3123,ride,,
20200520,clip_20_0858,17,27,3131,3123,ride,,
20200520,clip_20_0858,73,76,3125,3124,ride,,
20200520,clip_20_0858,79,86,3125,3124,ride,,
20200520,clip_20_0858,94,109,3126,3127,ride,,
20200520,clip_20_0858,115,119,3129,3128,ride,,
20200520,clip_22_0954,0,1,3147,3148,ride,,
20200520,clip_22_0954,5,14,3147,3148,ride,,
20200520,clip_22_0954,29,44,3150,3152,ride,,
20200520,clip_22_0954,49,119,3150,3152,ride,,
20200520,clip_22_0954,45,48,3154,3153,ride,,
20200520,clip_22_0954,52,65,3154,3153,ride,,
20200520,clip_24_1050,1,9,3176,3177,ride,,
20200520,clip_24_1050,12,16,3176,3177,ride,,
20200520,clip_24_1050,93,101,3183,3182,ride,,
20200520,clip_24_1050,104,115,3183,3182,ride,,
20200520,clip_26_1121,0,8,3206,3228,ride,,
20200520,clip_26_1121,13,14,3206,3228,ride,,
20200520,clip_26_1121,2,2,3203,3229,pickup,,
20200520,clip_26_1121,3,10,3203,3229,ride,,
20200520,clip_28_1217,28,31,3272,3259,ride,,
20200520,clip_28_1217,33,33,3272,3259,ride,,
20200520,clip_30_1313,45,56,3304,3305,ride,,
20200520,clip_30_1313,58,67,3304,3305,ride,,
20200520,clip_30_1313,95,108,3310,3311,ride,,
20200520,clip_30_1313,114,119,3310,3311,ride,,
20200520,clip_32_1409,71,73,3374,3377,ride,,
20200520,clip_32_1409,75,86,3374,3377,ride,,
20200520,clip_32_1409,76,83,3375,3376,ride,,
20200520,clip_32_1409,87,98,3375,3376,ride,,
20200520,clip_32_1409,90,96,3379,3380,ride,,
20200520,clip_32_1409,99,107,3382,3381,ride,,
20200520,clip_34_1505,8,15,3438,3439,ride,,
20200520,clip_34_1505,17,21,3438,3439,ride,,
20200520,clip_34_1505,78,90,3450,3451,ride,,
20200520,clip_34_1505,92,101,3450,3451,ride,,
20200520,clip_34_1505,97,101,3453,3454,ride,,
20200520,clip_34_1505,103,108,3453,3454,ride,,
20200520,clip_34_1505,109,116,3456,3457,ride,,
20200520,clip_34_1505,119,119,3456,3457,ride,,
20200520,clip_34_1505,112,114,3455,3460,ride,,
20200520,clip_34_1505,118,119,3455,3460,ride,,
20200520,clip_34_1505,110,119,3459,3458,ride,,
20200520,clip_36_1600,103,115,3503,3504,ride,,
20200520,clip_36_1600,109,119,3503,3504,ride,,
20200520,clip_38_1656,75,78,3567,3568,walk,,
20200520,clip_38_1656,87,113,3567,3568,walk,,
20200520,clip_48_2110,13,14,4049,4051,ride,,
20200520,clip_48_2110,17,25,4053,4052,ride,,
20200520,clip_50_2206,0,3,4078,4089,ride,,
20200520,clip_50_2206,6,9,4078,4089,ride,,
20200520,clip_50_2206,106,108,4087,4088,ride,,
20200520,clip_50_2206,110,118,4087,4088,ride,,
20200520,clip_52_2302,5,17,4103,4099,ride,,
20200520,clip_52_2302,20,48,4103,4099,ride,,
20200520,clip_52_2302,48,49,4103,4099,park,,
20200520,clip_52_2302,49,58,4103,4099,hold,,
20200520,clip_52_2302,59,60,4103,4099,pickup,,
20200520,clip_52_2302,61,71,4103,4099,ride,,
20200520,clip_52_2302,74,82,4103,4099,ride,,
20200604,clip_16_0709,55,64,17986,17985,ride,,
20200604,clip_18_0750,0,2,18004,18002,ride,,
20200604,clip_18_0750,0,2,18003,18001,ride,,
20200604,clip_18_0750,26,36,18006,18007,ride,,
20200604,clip_18_0750,39,44,18006,18007,ride,,
20200604,clip_20_0846,25,32,18028,18029,ride,,
20200604,clip_20_0846,35,45,18028,18029,ride,,
20200604,clip_20_0846,26,34,18031,18030,ride,,
20200604,clip_20_0846,36,46,18031,18030,ride,,
20200604,clip_20_0846,74,86,18032,18033,ride,,
20200604,clip_20_0846,89,96,18032,18033,ride,,
20200604,clip_22_0942,0,4,18053,18054,ride,,
20200604,clip_22_0942,56,68,18057,18056,ride,,
20200604,clip_22_0942,92,102,18060,18061,ride,,
20200604,clip_24_1038,17,19,18070,18071,ride,,
20200604,clip_24_1038,22,26,18070,18071,ride,,
20200604,clip_26_1134,97,106,18099,18100,ride,,
20200604,clip_26_1134,109,115,18099,18100,ride,,
20200604,clip_28_1230,102,111,18131,18132,ride,,
20200604,clip_28_1230,113,119,18131,18132,ride,,
20200604,clip_30_1326,74,89,18150,18151,ride,,
20200604,clip_30_1326,94,94,18150,18151,ride,,
20200604,clip_34_1504,49,61,18217,18218,ride,,
20200604,clip_34_1504,64,69,18217,18218,ride,,
20200604,clip_36_1600,16,35,18246,18247,ride,,
20200604,clip_36_1600,41,45,18246,18247,ride,,
20200604,clip_36_1600,36,47,18249,18248,ride,,
20200604,clip_36_1600,51,57,18249,18248,ride,,
20200604,clip_38_1656,46,53,18287,18288,ride,,
20200604,clip_38_1656,56,61,18287,18288,ride,,
20200604,clip_38_1656,71,83,18293,18294,ride,,
20200604,clip_38_1656,89,95,18293,18294,ride,,
20200604,clip_40_1752,51,56,18321,18322,ride,,
20200604,clip_40_1752,58,64,18321,18322,ride,,
20200604,clip_40_1752,98,119,18324,18325,walk,,
20200604,clip_46_2012,8,17,18409,18412,ride,,
20200604,clip_46_2012,19,25,18409,18412,ride,,
20200604,clip_48_2108,93,99,18443,18444,ride,,
20200604,clip_48_2108,102,110,18443,18444,ride,,
20200531,clip_16_0720,100,104,13604,13605,ride,,
20200531,clip_16_0720,106,111,13604,13605,ride,,
20200531,clip_16_0720,111,119,13604,13605,park,,
20200531,clip_20_0912,0,9,13640,13641,ride,,
20200531,clip_22_0954,73,76,13651,13650,ride,,
20200531,clip_22_0954,79,86,13651,13650,ride,,
20200531,clip_24_1050,27,37,13670,13671,ride,,
20200531,clip_24_1050,39,54,13670,13671,ride,,
20200531,clip_24_1050,29,46,13673,13672,ride,,
20200531,clip_24_1050,52,53,13673,13672,ride,,
20200531,clip_24_1050,92,99,13679,13680,ride,,
20200531,clip_26_1146,32,39,13723,13722,ride,,
20200531,clip_26_1146,45,48,13723,13722,ride,,
20200531,clip_26_1146,45,59,13725,13726,ride,,
20200531,clip_26_1146,63,66,13725,13726,ride,,
20200531,clip_26_1146,46,61,13727,13728,ride,,
20200531,clip_26_1146,61,72,13732,13733,ride,,
20200531,clip_26_1146,92,98,13738,13736,ride,,
20200531,clip_26_1146,101,110,13738,13736,ride,,
20200531,clip_28_1242,0,7,13789,13790,ride,,
20200531,clip_28_1242,15,22,13789,13790,ride,,
20200531,clip_28_1242,11,12,13800,13801,ride,,
20200531,clip_28_1242,15,17,13800,13801,ride,,
20200531,clip_28_1242,19,23,13800,13801,ride,,
20200531,clip_28_1242,90,96,13809,13810,ride,,
20200531,clip_28_1242,99,110,13809,13810,ride,,
20200531,clip_28_1242,92,113,13805,13807,ride,,
20200531,clip_28_1242,96,112,13806,13808,ride,,
20200531,clip_32_1406,49,60,13969,13970,ride,,
20200531,clip_32_1406,62,65,13969,13970,ride,,
20200531,clip_32_1406,67,74,13969,13970,ride,,
20200531,clip_32_1406,50,57,13974,13975,ride,,
20200531,clip_32_1406,60,66,13974,13975,ride,,
20200531,clip_32_1406,52,63,13967,13968,ride,,
20200531,clip_32_1406,65,73,13967,13968,ride,,
20200531,clip_32_1406,59,61,13971,13972,ride,,
20200531,clip_32_1406,66,74,13971,13972,ride,,
20200531,clip_32_1406,95,119,13987,13988,ride,,
20200531,clip_32_1406,96,119,13992,13993,ride,,
20200531,clip_32_1406,117,119,13997,13998,ride,,
20200531,clip_34_1502,6,11,14115,14116,ride,,
20200531,clip_34_1502,31,44,14120,14121,ride,,
20200531,clip_34_1502,51,66,14120,14121,ride,,
20200531,clip_34_1502,48,65,14124,14125,ride,,
20200531,clip_34_1502,54,77,14127,14128,ride,,
20200531,clip_34_1502,81,91,14127,14128,ride,,
20200531,clip_34_1502,78,102,14138,14139,walk,,
20200531,clip_34_1502,107,119,14138,14139,walk,,
20200531,clip_34_1502,110,119,14143,14144,ride,,
20200531,clip_36_1558,9,12,14164,14154,ride,,
20200531,clip_36_1558,14,21,14164,14154,ride,,
20200531,clip_36_1558,35,40,14164,14154,ride,,
20200531,clip_36_1558,10,26,14192,14191,ride,,
20200531,clip_36_1558,28,30,14192,14191,ride,,
20200531,clip_36_1558,11,39,14190,14160,walk,,
20200531,clip_36_1558,41,49,14165,14180,ride,,
20200531,clip_36_1558,51,53,14165,14180,ride,,
20200531,clip_36_1558,64,68,14182,14181,ride,,
20200531,clip_36_1558,70,73,14182,14181,ride,,
20200531,clip_36_1558,77,94,14183,14184,ride,,
20200531,clip_36_1558,96,101,14183,14184,ride,,
20200531,clip_36_1558,100,109,14186,14185,ride,,
20200531,clip_36_1558,112,113,14186,14185,ride,,
20200531,clip_36_1558,101,110,14188,14187,ride,,
20200531,clip_38_1630,0,11,14259,41260,ride,,
20200531,clip_38_1630,15,24,14259,41260,ride,,
20200531,clip_38_1630,15,28,14254,14255,ride,,
20200531,clip_38_1630,16,31,14257,14256,ride,,
20200531,clip_38_1630,33,35,14257,14256,ride,,
20200531,clip_38_1630,37,47,14257,14256,ride,,
20200531,clip_38_1630,21,25,14277,14276,ride,,
20200531,clip_38_1630,41,48,14269,14276,ride,,
20200531,clip_38_1630,45,47,14251,14256,ride,,
20200531,clip_38_1630,54,59,14285,14286,ride,,
20200531,clip_38_1630,52,55,14284,14283,ride,,
20200531,clip_38_1630,59,70,14284,14283,ride,,
20200531,clip_40_1726,11,14,14828,14829,ride,,
20200531,clip_40_1726,17,22,14828,14829,ride,,
20200531,clip_40_1726,12,22,14813,14814,ride,,
20200531,clip_40_1726,13,24,14816,14815,ride,,
20200531,clip_40_1726,61,67,14830,14831,ride,,
20200531,clip_40_1726,115,119,14833,14834,ride,,
20200531,clip_42_1822,103,106,14380,14381,ride,,
20200531,clip_44_1918,63,65,14414,14415,ride,,
20200531,clip_44_1918,67,69,14414,14415,ride,,
20200531,clip_44_1918,64,65,14416,14417,ride,,
20200531,clip_44_1918,68,69,14416,14417,ride,,
20200531,clip_46_1951,63,65,14498,14530,ride,,
20200531,clip_46_1951,109,118,14532,14538,ride,,
20200531,clip_46_1951,113,119,14531,14539,ride,,
20200531,clip_48_2047,29,37,14559,14560,ride,,
20200531,clip_48_2047,39,44,14559,14560,ride,,
20200531,clip_48_2047,37,45,14562,14561,ride,,
20200531,clip_48_2047,48,51,14562,14561,ride,,
20200531,clip_48_2047,53,54,14562,14561,ride,,
20200531,clip_48_2047,93,119,14570,14571,ride,,
20200531,clip_50_2143,53,61,14650,14666,ride,,
20200531,clip_50_2143,68,72,14649,14660,ride,,
20200531,clip_50_2143,104,119,14656,14657,ride,,
20200531,clip_50_2143,111,119,14658,14659,ride,,
20200531,clip_52_2239,38,46,14711,14710,ride,,
20200531,clip_52_2239,55,70,14711,14710,ride,,
20200601,clip_4_0152,0,25,15764,15763,ride,,
20200601,clip_14_0632,86,91,15006,15007,ride,,
20200601,clip_14_0632,93,97,15006,15007,ride,,
20200601,clip_18_0802,0,0,15020,15021,ride,,
20200601,clip_18_0802,6,36,15020,15021,ride,,
20200601,clip_20_0858,0,4,15041,15042,ride,,
20200601,clip_20_0858,0,37,15043,15044,ride,,
20200601,clip_20_0858,78,82,15046,15047,ride,,
20200601,clip_22_0954,26,31,15784,15785,ride,,
20200601,clip_22_0954,33,34,15784,15785,ride,,
20200601,clip_22_0954,45,52,15788,15787,ride,,
20200601,clip_22_0954,46,55,15789,15787,ride,,
20200601,clip_22_0954,78,83,15791,15792,ride,,
20200601,clip_22_0954,86,91,15791,15792,ride,,
20200601,clip_24_1050,0,7,15071,15073,ride,,
20200601,clip_24_1050,0,8,15072,15074,ride,,
20200601,clip_24_1050,52,62,15096,15097,ride,,
20200601,clip_24_1050,66,73,15096,15097,ride,,
20200601,clip_24_1050,67,76,15098,15100,ride,,
20200601,clip_24_1050,79,82,15098,15100,ride,,
