folder_name,clip_name,frame_id,human_id,object_id,object_class,action,hmn_x1,hmn_y1,hmn_x2,hmn_y2,obj_x1,obj_y1,obj_x2,obj_y2
20200526,clip_18_0818,54,144978,144982,bicycle,ride,123,95,131,111,124,103,132,113
20200526,clip_18_0818,55,144978,144982,bicycle,ride,121,94,127,107,120,101,127,110
20200526,clip_18_0818,56,144978,144982,bicycle,ride,118,95,123,107,118,101,124,108
20200526,clip_18_0818,94,144980,144983,bicycle,ride,338,159,359,200,337,179,360,205
20200526,clip_18_0818,95,144980,144983,bicycle,ride,297,147,317,188,293,163,316,189
20200526,clip_18_0818,96,144980,144983,bicycle,ride,268,135,287,170,268,152,289,172
20200526,clip_18_0818,97,144980,144983,bicycle,ride,246,127,264,156,246,140,263,158
20200526,clip_18_0818,98,144980,144983,bicycle,ride,224,123,237,148,222,134,239,150
20200526,clip_18_0818,99,144980,144983,bicycle,ride,213,120,224,142,210,128,225,142
20200526,clip_18_0818,100,144980,144983,bicycle,ride,198,115,210,137,196,123,210,136
20200526,clip_18_0818,101,144980,144983,bicycle,ride,190,111,197,131,188,119,198,132
20200526,clip_18_0818,103,144980,144983,bicycle,ride,160,107,167,122,159,114,168,121
20200526,clip_18_0818,104,144980,144983,bicycle,ride,151,104,159,118,150,109,159,117
20200526,clip_18_0818,105,144980,144983,bicycle,ride,143,104,150,118,141,110,150,118
20200526,clip_18_0818,106,144980,144983,bicycle,ride,137,101,144,115,136,107,145,115
20200526,clip_18_0818,107,144980,144983,bicycle,ride,128,98,135,110,128,103,137,111
20200526,clip_18_0818,108,144980,144983,bicycle,ride,122,98,129,109,120,102,129,110
20200526,clip_18_0818,109,144980,144983,bicycle,ride,118,96,126,108,119,102,126,109
20200526,clip_18_0818,110,144980,144983,bicycle,ride,118,91,125,103,117,97,124,104
20200526,clip_18_0818,111,144980,144983,bicycle,ride,116,91,122,102,116,94,123,101
20200526,clip_22_1000,0,145032,145038,bicycle,ride,166,115,175,133,165,122,176,137
20200526,clip_22_1000,3,145032,145038,bicycle,ride,198,127,208,150,198,138,209,153
20200526,clip_22_1000,4,145032,145038,bicycle,ride,207,132,218,158,207,148,218,162
20200526,clip_22_1000,5,145032,145038,bicycle,ride,210,141,221,168,209,152,221,176
20200526,clip_22_1000,6,145032,145038,bicycle,ride,221,151,236,181,221,164,236,187
20200526,clip_22_1000,7,145032,145038,bicycle,ride,243,162,260,197,244,181,260,204
20200526,clip_22_1000,8,145032,145038,bicycle,ride,271,176,292,220,270,195,291,231
20200526,clip_22_1000,9,145032,145038,bicycle,ride,313,196,337,246,314,222,337,258
20200526,clip_22_1000,10,145032,145038,bicycle,ride,370,225,384,276,373,260,384,288
20200526,clip_22_1000,32,145041,145034,motorcycle,ride,330,176,344,212,326,190,356,235
20200526,clip_22_1000,33,145041,145034,motorcycle,ride,283,156,298,192,282,169,303,203
20200526,clip_22_1000,34,145041,145034,motorcycle,ride,258,146,271,181,257,155,275,188
20200526,clip_22_1000,35,145041,145034,motorcycle,ride,244,133,254,164,242,145,256,172
20200526,clip_22_1000,36,145041,145034,motorcycle,ride,228,128,237,159,225,134,238,165
20200526,clip_22_1000,37,145041,145034,motorcycle,ride,207,122,216,146,206,125,218,149
20200526,clip_22_1000,38,145041,145034,motorcycle,ride,193,117,201,138,192,122,202,144
20200526,clip_22_1000,40,145041,145034,motorcycle,ride,168,107,174,125,167,110,175,131
20200526,clip_22_1000,41,145041,145034,motorcycle,ride,160,104,166,121,158,106,167,130
20200526,clip_22_1000,42,145041,145034,motorcycle,ride,153,102,158,117,151,104,160,126
20200526,clip_22_1000,43,145041,145034,motorcycle,ride,142,99,147,115,140,101,149,121
20200526,clip_22_1000,51,145040,145035,motorcycle,ride,359,187,379,232,353,211,384,244
20200526,clip_22_1000,52,145040,145035,motorcycle,ride,333,172,349,213,330,194,358,225
20200526,clip_22_1000,53,145040,145035,motorcycle,ride,317,163,333,205,312,182,337,213
20200526,clip_22_1000,54,145040,145035,motorcycle,ride,303,164,319,198,300,173,325,203
20200526,clip_22_1000,55,145040,145035,motorcycle,ride,288,153,304,186,285,160,308,193
20200526,clip_22_1000,56,145040,145035,motorcycle,ride,279,151,298,184,274,157,299,188
20200526,clip_22_1000,57,145040,145035,motorcycle,ride,275,148,291,179,268,150,293,186
20200526,clip_22_1000,58,145040,145035,motorcycle,ride,251,147,271,178,249,151,272,181
20200526,clip_22_1000,59,145040,145035,motorcycle,ride,221,146,234,173,213,155,247,178
20200526,clip_22_1000,60,145040,145035,motorcycle,ride,197,144,210,171,195,156,224,179
20200526,clip_22_1000,61,145040,145035,motorcycle,ride,192,143,201,170,192,156,212,179
20200526,clip_22_1000,66,145040,145035,motorcycle,ride,208,166,224,206,201,188,231,214
20200526,clip_22_1000,67,145040,145035,motorcycle,ride,249,186,267,231,250,211,270,246
20200526,clip_22_1000,68,145040,145035,motorcycle,ride,293,218,325,270,292,241,328,287
20200526,clip_24_1056,0,145093,145069,bicycle,hold,199,245,234,288,201,269,238,288
20200526,clip_24_1056,1,145093,145069,bicycle,hold,199,245,233,288,200,268,238,288
20200526,clip_24_1056,2,145093,145069,bicycle,hold,198,245,233,288,200,267,237,288
20200526,clip_24_1056,3,145093,145069,bicycle,hold,198,245,232,288,199,266,237,288
20200526,clip_24_1056,4,145093,145069,bicycle,hold,198,246,232,288,199,265,237,288
20200526,clip_24_1056,5,145093,145069,bicycle,hold,197,246,231,288,199,265,237,288
20200526,clip_24_1056,6,145093,145069,bicycle,hold,197,245,231,288,198,264,238,288
20200526,clip_24_1056,7,145093,145069,bicycle,hold,198,244,231,288,198,263,239,288
20200526,clip_24_1056,8,145093,145069,bicycle,hold,198,243,232,288,197,263,238,288
20200526,clip_24_1056,9,145093,145069,bicycle,hold,198,243,232,288,197,263,237,288
20200526,clip_24_1056,10,145093,145069,bicycle,hold,198,242,232,288,197,262,237,288
20200526,clip_24_1056,11,145093,145069,bicycle,hold,199,241,232,288,196,262,236,288
20200526,clip_24_1056,12,145093,145069,bicycle,hold,199,240,232,288,196,259,235,288
20200526,clip_24_1056,13,145093,145069,bicycle,ride,215,239,248,286,217,265,249,288
20200526,clip_24_1056,14,145093,145069,bicycle,ride,228,236,253,285,223,257,253,286
20200526,clip_24_1056,15,145093,145069,bicycle,ride,229,232,254,286,229,258,255,288
20200526,clip_24_1056,16,145093,145069,bicycle,ride,234,225,259,288,236,249,262,288
20200526,clip_24_1056,17,145093,145069,bicycle,ride,224,216,248,279,219,243,252,288
20200526,clip_24_1056,18,145093,145069,bicycle,ride,207,209,228,267,209,239,230,280
20200526,clip_24_1056,19,145093,145069,bicycle,ride,197,201,216,255,200,230,216,268
20200526,clip_24_1056,20,145093,145069,bicycle,ride,194,190,212,244,194,218,210,255
20200526,clip_24_1056,21,145093,145069,bicycle,ride,193,186,206,233,193,210,208,247
20200526,clip_24_1056,22,145093,145069,bicycle,ride,192,189,198,227,193,211,202,239
20200526,clip_24_1056,23,145093,145069,bicycle,ride,222,189,233,224,194,197,214,242
20200526,clip_24_1056,25,145093,145069,bicycle,ride,193,186,200,228,195,197,212,236
20200526,clip_24_1056,26,145093,145069,bicycle,ride,193,181,198,227,193,201,209,236
20200526,clip_24_1056,27,145093,145069,bicycle,ride,193,180,206,227,193,198,210,237
20200526,clip_24_1056,28,145093,145069,bicycle,ride,193,179,207,226,193,197,210,232
20200526,clip_24_1056,29,145093,145069,bicycle,ride,194,177,209,224,194,198,211,227
20200526,clip_24_1056,30,145093,145069,bicycle,ride,193,173,209,220,195,200,209,231
20200526,clip_24_1056,31,145093,145069,bicycle,ride,193,170,200,211,193,192,200,229
20200526,clip_24_1056,32,145093,145069,bicycle,ride,192,166,201,200,192,187,200,214
20200526,clip_24_1056,33,145093,145069,bicycle,ride,212,156,226,188,214,172,227,198
20200526,clip_24_1056,34,145093,145069,bicycle,ride,230,146,242,176,235,168,241,190
20200526,clip_24_1056,35,145093,145069,bicycle,ride,235,141,246,171,240,159,248,182
20200526,clip_24_1056,36,145093,145069,bicycle,ride,232,134,242,163,236,150,243,172
20200526,clip_24_1056,37,145093,145069,bicycle,ride,224,128,234,151,228,145,235,160
20200526,clip_24_1056,38,145093,145069,bicycle,ride,210,125,219,148,212,140,220,154
20200526,clip_24_1056,39,145093,145069,bicycle,ride,197,120,207,141,198,133,205,147
20200526,clip_24_1056,40,145093,145069,bicycle,ride,190,115,194,134,190,127,195,139
20200526,clip_24_1056,42,145093,145069,bicycle,ride,164,108,172,128,166,121,173,133
20200526,clip_24_1056,43,145093,145069,bicycle,ride,156,106,164,125,157,116,165,130
20200526,clip_24_1056,44,145093,145069,bicycle,ride,150,105,156,121,149,114,158,124
20200526,clip_24_1056,45,145093,145069,bicycle,ride,144,101,150,118,145,111,150,123
20200526,clip_24_1056,46,145093,145069,bicycle,ride,142,101,146,114,141,108,147,116
20200526,clip_24_1056,47,145093,145069,bicycle,ride,133,98,137,112,133,107,139,114
20200526,clip_24_1056,48,145093,145069,bicycle,ride,129,96,133,109,129,105,134,111
20200526,clip_24_1056,49,145093,145069,bicycle,ride,125,95,129,108,125,102,130,110
20200526,clip_24_1056,0,145094,145070,bicycle,hold,243,252,278,287,252,271,283,288
20200526,clip_24_1056,1,145094,145070,bicycle,hold,243,252,278,287,250,270,282,288
20200526,clip_24_1056,2,145094,145070,bicycle,hold,243,252,278,286,249,269,280,288
20200526,clip_24_1056,3,145094,145070,bicycle,hold,243,252,278,287,248,268,279,288
20200526,clip_24_1056,4,145094,145070,bicycle,hold,243,252,278,287,247,267,278,288
20200526,clip_24_1056,5,145094,145070,bicycle,hold,244,252,278,288,248,268,279,288
20200526,clip_24_1056,6,145094,145070,bicycle,hold,246,252,281,288,249,269,281,288
20200526,clip_24_1056,7,145094,145070,bicycle,hold,249,251,284,288,251,270,282,288
20200526,clip_24_1056,8,145094,145070,bicycle,hold,252,251,286,288,252,270,283,288
20200526,clip_24_1056,9,145094,145070,bicycle,hold,253,252,287,288,253,270,284,288
20200526,clip_24_1056,10,145094,145070,bicycle,hold,254,253,289,288,255,270,284,288
20200526,clip_24_1056,11,145094,145070,bicycle,hold,253,247,287,288,249,263,283,288
20200526,clip_24_1056,12,145094,145070,bicycle,ride,249,239,283,286,251,265,283,288
20200526,clip_24_1056,13,145094,145070,bicycle,ride,255,226,278,284,257,248,284,288
20200526,clip_24_1056,14,145094,145070,bicycle,ride,246,216,269,274,245,240,274,283
20200526,clip_24_1056,15,145094,145070,bicycle,ride,238,206,261,264,234,232,265,278
20200526,clip_24_1056,16,145094,145070,bicycle,ride,225,199,242,248,222,225,250,254
20200526,clip_24_1056,17,145094,145070,bicycle,ride,206,187,223,236,205,207,225,244
20200526,clip_24_1056,18,145094,145070,bicycle,ride,197,181,212,222,196,204,210,228
20200526,clip_24_1056,19,145094,145070,bicycle,ride,193,174,206,209,192,195,204,215
20200526,clip_24_1056,20,145094,145070,bicycle,ride,192,160,198,195,192,182,202,205
20200526,clip_24_1056,32,145094,145070,bicycle,ride,165,115,171,131,165,123,171,135
20200526,clip_24_1056,33,145094,145070,bicycle,ride,161,113,167,129,163,120,168,133
20200526,clip_24_1056,34,145094,145070,bicycle,ride,155,110,163,126,157,118,162,129
20200526,clip_24_1056,35,145094,145070,bicycle,ride,151,107,159,123,153,115,157,126
20200526,clip_24_1056,36,145094,145070,bicycle,ride,148,106,154,120,150,114,154,123
20200526,clip_24_1056,37,145094,145070,bicycle,ride,144,104,150,115,146,111,149,119
20200526,clip_24_1056,38,145094,145070,bicycle,ride,139,102,144,113,140,107,145,117
20200526,clip_24_1056,39,145094,145070,bicycle,ride,136,101,140,111,137,108,140,116
20200526,clip_24_1056,40,145094,145070,bicycle,ride,133,100,137,109,135,107,137,114
20200526,clip_24_1056,0,145095,145071,bicycle,hold,301,253,336,286,301,271,335,288
20200526,clip_24_1056,1,145095,145071,bicycle,hold,301,253,336,287,301,271,335,288
20200526,clip_24_1056,2,145095,145071,bicycle,hold,301,252,336,287,301,270,334,288
20200526,clip_24_1056,3,145095,145071,bicycle,hold,301,252,336,287,301,269,334,288
20200526,clip_24_1056,4,145095,145071,bicycle,hold,301,252,336,287,301,269,333,288
20200526,clip_24_1056,5,145095,145071,bicycle,hold,301,251,336,287,302,267,335,288
20200526,clip_24_1056,6,145095,145071,bicycle,hold,301,251,336,287,303,266,336,288
20200526,clip_24_1056,7,145095,145071,bicycle,hold,301,251,336,288,304,265,337,288
20200526,clip_24_1056,8,145095,145071,bicycle,hold,301,251,336,288,303,265,337,288
20200526,clip_24_1056,9,145095,145071,bicycle,hold,301,252,336,288,303,265,337,288
20200526,clip_24_1056,10,145095,145071,bicycle,hold,300,253,336,288,302,264,337,288
20200526,clip_24_1056,11,145095,145071,bicycle,hold,301,249,336,288,301,264,336,288
20200526,clip_24_1056,12,145095,145071,bicycle,hold,301,246,337,288,302,264,341,288
20200526,clip_24_1056,13,145095,145071,bicycle,ride,309,248,341,286,306,267,340,288
20200526,clip_24_1056,14,145095,145071,bicycle,ride,308,233,339,285,309,257,343,288
20200526,clip_24_1056,15,145095,145071,bicycle,ride,285,224,308,276,281,254,316,288
20200526,clip_24_1056,16,145095,145071,bicycle,ride,260,217,281,269,258,248,287,277
20200526,clip_24_1056,17,145095,145071,bicycle,ride,237,207,257,260,247,235,261,269
20200526,clip_24_1056,18,145095,145071,bicycle,ride,228,200,245,252,233,232,248,269
20200526,clip_24_1056,19,145095,145071,bicycle,ride,220,191,238,244,225,223,236,248
20200526,clip_24_1056,20,145095,145071,bicycle,ride,218,182,236,227,223,209,233,239
20200526,clip_24_1056,21,145095,145071,bicycle,ride,210,172,223,214,213,198,224,225
20200526,clip_24_1056,22,145095,145071,bicycle,ride,196,165,209,200,195,188,212,209
20200526,clip_24_1056,23,145095,145071,bicycle,ride,191,159,202,191,193,183,203,207
20200526,clip_24_1056,35,145095,145071,bicycle,ride,165,109,172,128,168,118,172,132
20200526,clip_24_1056,36,145095,145071,bicycle,ride,159,108,166,122,161,118,166,128
20200526,clip_24_1056,37,145095,145071,bicycle,ride,155,109,160,120,156,115,161,123
20200526,clip_24_1056,38,145095,145071,bicycle,ride,149,104,154,116,150,111,154,120
20200526,clip_24_1056,39,145095,145071,bicycle,ride,142,104,147,114,144,110,147,117
20200526,clip_24_1056,40,145095,145071,bicycle,ride,142,104,147,114,139,104,144,115
20200526,clip_24_1056,16,145096,145077,bicycle,ride,147,108,153,120,147,117,152,126
20200526,clip_24_1056,17,145096,145077,bicycle,ride,152,113,158,124,152,119,158,128
20200526,clip_24_1056,18,145096,145077,bicycle,ride,159,114,166,125,160,120,165,131
20200526,clip_24_1056,19,145096,145077,bicycle,ride,166,117,172,128,166,124,172,134
20200526,clip_24_1056,20,145096,145077,bicycle,ride,169,117,174,129,170,125,175,136
20200526,clip_24_1056,23,145096,145077,bicycle,ride,198,130,205,146,200,139,206,152
20200526,clip_24_1056,24,145096,145077,bicycle,ride,207,131,215,153,207,142,214,157
20200526,clip_24_1056,25,145096,145077,bicycle,ride,213,136,221,157,213,149,221,163
20200526,clip_24_1056,26,145096,145077,bicycle,ride,213,139,221,161,214,154,221,168
20200526,clip_24_1056,27,145096,145077,bicycle,ride,211,143,222,172,211,159,219,181
20200526,clip_24_1056,28,145096,145077,bicycle,ride,216,153,228,182,218,168,228,190
20200526,clip_24_1056,29,145096,145077,bicycle,ride,233,159,245,188,235,175,246,199
20200526,clip_24_1056,30,145096,145077,bicycle,ride,248,167,262,207,249,187,263,214
20200526,clip_24_1056,31,145096,145077,bicycle,ride,267,178,286,218,269,208,287,234
20200526,clip_24_1056,32,145096,145077,bicycle,ride,276,193,295,232,278,214,295,249
20200526,clip_24_1056,33,145096,145077,bicycle,ride,292,213,313,259,292,235,314,272
20200526,clip_24_1056,34,145096,145077,bicycle,ride,311,236,336,285,310,262,336,288
20200526,clip_24_1056,24,145097,145078,bicycle,ride,195,123,206,144,196,135,206,150
20200526,clip_24_1056,25,145097,145078,bicycle,ride,208,126,219,146,209,141,215,151
20200526,clip_24_1056,26,145097,145078,bicycle,ride,216,132,226,152,220,142,226,158
20200526,clip_24_1056,27,145097,145078,bicycle,ride,220,135,233,157,224,150,231,163
20200526,clip_24_1056,28,145097,145078,bicycle,ride,221,141,234,163,222,156,232,166
20200526,clip_24_1056,29,145097,145078,bicycle,ride,216,148,232,175,219,165,226,187
20200526,clip_24_1056,30,145097,145078,bicycle,ride,225,157,241,191,227,177,239,199
20200526,clip_24_1056,31,145097,145078,bicycle,ride,240,163,258,197,244,183,255,207
20200526,clip_24_1056,32,145097,145078,bicycle,ride,261,174,280,212,262,197,282,223
20200526,clip_24_1056,33,145097,145078,bicycle,ride,284,185,308,223,287,212,300,231
20200526,clip_24_1056,34,145097,145078,bicycle,ride,319,203,343,241,315,226,343,268
20200526,clip_24_1056,35,145097,145078,bicycle,ride,355,222,383,269,362,256,384,288
20200526,clip_24_1056,42,145098,145076,bicycle,ride,231,111,238,128,227,119,235,131
20200526,clip_24_1056,43,145098,145076,bicycle,ride,234,112,241,129,230,121,239,134
20200526,clip_24_1056,44,145098,145076,bicycle,ride,237,113,243,131,234,122,243,136
20200526,clip_24_1056,45,145098,145076,bicycle,ride,240,114,246,132,238,124,247,138
20200526,clip_24_1056,46,145098,145076,bicycle,ride,243,115,249,134,241,125,251,140
20200526,clip_24_1056,47,145098,145076,bicycle,ride,245,117,253,137,244,128,254,141
20200526,clip_24_1056,48,145098,145076,bicycle,ride,248,118,256,140,246,131,258,145
20200526,clip_24_1056,49,145098,145076,bicycle,ride,250,120,259,143,248,132,261,147
20200526,clip_24_1056,50,145098,145076,bicycle,ride,255,121,264,145,252,135,266,149
20200526,clip_24_1056,51,145098,145076,bicycle,ride,261,122,271,147,257,137,270,150
20200526,clip_24_1056,52,145098,145076,bicycle,ride,265,123,275,149,262,136,275,153
20200526,clip_24_1056,53,145098,145076,bicycle,ride,269,125,279,151,267,135,280,155
20200526,clip_24_1056,54,145098,145076,bicycle,ride,270,127,280,154,269,137,281,157
20200526,clip_24_1056,55,145098,145076,bicycle,ride,265,130,275,157,268,146,277,162
20200526,clip_24_1056,56,145098,145076,bicycle,ride,259,135,270,163,257,149,270,169
20200526,clip_24_1056,57,145098,145076,bicycle,ride,257,137,268,166,256,154,272,171
20200526,clip_24_1056,58,145098,145076,bicycle,ride,259,141,273,175,258,159,275,179
20200526,clip_24_1056,59,145098,145076,bicycle,ride,267,148,282,182,263,164,282,187
20200526,clip_24_1056,60,145098,145076,bicycle,ride,277,154,295,190,273,168,296,194
20200526,clip_24_1056,61,145098,145076,bicycle,ride,294,161,312,203,291,183,314,209
20200526,clip_24_1056,62,145098,145076,bicycle,ride,309,166,327,213,303,187,330,218
20200526,clip_24_1056,63,145098,145076,bicycle,ride,327,176,346,225,322,202,351,232
20200526,clip_24_1056,64,145098,145076,bicycle,ride,352,189,374,239,348,208,374,250
20200526,clip_24_1056,50,145100,145084,bicycle,ride,328,171,344,203,327,188,345,212
20200526,clip_24_1056,51,145100,145084,bicycle,ride,291,152,305,183,288,162,307,192
20200526,clip_24_1056,52,145100,145084,bicycle,ride,264,146,275,175,262,156,276,179
20200526,clip_24_1056,53,145100,145084,bicycle,ride,243,129,254,159,243,148,256,166
20200526,clip_24_1056,54,145100,145084,bicycle,ride,226,126,233,148,223,136,235,153
20200526,clip_24_1056,55,145100,145084,bicycle,ride,213,120,223,143,212,131,224,148
20200526,clip_24_1056,56,145100,145084,bicycle,ride,201,118,210,137,201,129,210,139
20200526,clip_24_1056,57,145100,145084,bicycle,ride,193,111,201,130,192,123,201,132
20200526,clip_24_1056,60,145100,145084,bicycle,ride,168,107,173,120,166,112,173,122
20200526,clip_24_1056,61,145100,145084,bicycle,ride,165,106,169,117,164,111,171,120
20200526,clip_24_1056,62,145100,145084,bicycle,ride,162,104,166,116,160,110,167,117
20200526,clip_24_1056,63,145100,145084,bicycle,ride,156,102,160,110,155,106,161,112
20200526,clip_24_1056,64,145100,145084,bicycle,ride,141,100,144,109,142,104,146,115
20200526,clip_24_1056,91,145087,145099,bicycle,ride,137,104,142,115,137,109,142,116
20200526,clip_24_1056,92,145087,145099,bicycle,ride,142,104,147,114,142,109,146,116
20200526,clip_24_1056,93,145087,145099,bicycle,ride,145,103,151,117,146,110,151,119
20200526,clip_24_1056,94,145087,145099,bicycle,ride,147,105,152,119,147,113,152,122
20200526,clip_24_1056,95,145087,145099,bicycle,ride,147,106,153,120,150,116,155,125
20200526,clip_24_1056,96,145087,145099,bicycle,ride,152,112,158,126,153,119,158,129
20200526,clip_24_1056,97,145087,145099,bicycle,ride,162,114,170,130,163,122,170,133
20200526,clip_24_1056,100,145087,145099,bicycle,ride,192,125,200,142,193,132,199,143
20200526,clip_24_1056,101,145087,145099,bicycle,ride,203,129,214,151,203,139,213,153
20200526,clip_24_1056,102,145087,145099,bicycle,ride,220,132,229,155,217,144,230,158
20200526,clip_24_1056,103,145087,145099,bicycle,ride,235,134,245,162,236,148,248,167
20200526,clip_24_1056,104,145087,145099,bicycle,ride,248,141,256,169,248,157,259,177
20200526,clip_24_1056,105,145087,145099,bicycle,ride,261,152,271,180,261,164,274,186
20200526,clip_24_1056,106,145087,145099,bicycle,ride,281,154,299,195,287,182,307,206
20200526,clip_24_1056,107,145087,145099,bicycle,ride,315,173,331,219,313,195,338,224
20200526,clip_24_1056,108,145087,145099,bicycle,ride,350,190,364,235,347,212,375,246
20200526,clip_26_1152,63,145139,145140,bicycle,ride,123,103,130,113,123,110,129,118
20200526,clip_26_1152,64,145139,145140,bicycle,ride,128,106,136,118,129,114,136,123
20200526,clip_26_1152,65,145139,145140,bicycle,ride,134,109,142,122,135,117,142,128
20200526,clip_26_1152,66,145139,145140,bicycle,ride,141,112,150,126,141,121,149,132
20200526,clip_26_1152,67,145139,145140,bicycle,ride,153,115,162,132,153,124,162,139
20200526,clip_26_1152,68,145139,145140,bicycle,ride,165,119,175,139,165,128,174,146
20200526,clip_26_1152,70,145139,145140,bicycle,ride,201,134,214,154,202,148,211,164
20200526,clip_26_1152,71,145139,145140,bicycle,ride,221,146,236,170,223,163,235,182
20200526,clip_26_1152,72,145139,145140,bicycle,ride,248,159,265,185,251,176,265,200
20200526,clip_26_1152,73,145139,145140,bicycle,ride,273,179,294,216,272,202,292,233
20200526,clip_26_1152,74,145139,145140,bicycle,ride,329,207,355,254,329,235,356,273
20200526,clip_26_1152,78,145143,145144,motorcycle,ride,138,102,143,112,138,108,143,116
20200526,clip_26_1152,79,145143,145144,motorcycle,ride,143,104,149,114,144,111,149,119
20200526,clip_26_1152,80,145143,145144,motorcycle,ride,149,106,155,115,150,113,155,121
20200526,clip_26_1152,81,145143,145144,motorcycle,ride,154,107,161,117,155,115,160,123
20200526,clip_26_1152,82,145143,145144,motorcycle,ride,159,110,166,121,160,117,166,127
20200526,clip_26_1152,83,145143,145144,motorcycle,ride,163,112,171,126,164,118,171,131
20200526,clip_26_1152,84,145143,145144,motorcycle,ride,169,112,176,125,170,120,176,133
20200526,clip_26_1152,89,145143,145144,motorcycle,ride,195,128,203,145,196,139,203,152
